Export:,Graph,,,
File:,walk,,,
Units:,N/cm²,,,
Graphed Value:,Peak Pressure,,,
Frame,Date,Time,Left Insole,Right Insole
592,2026-03-27,09:20:52,29.962568,13.722183
593,2026-03-27,09:20:52,29.049551,13.417844
594,2026-03-27,09:20:52,28.139228,13.417844
595,2026-03-27,09:20:52,26.768356,13.110812
596,2026-03-27,09:20:52,24.945016,12.806473
597,2026-03-27,09:20:52,22.669207,12.502134
598,2026-03-27,09:20:52,19.480382,12.192408
599,2026-03-27,09:20:52,16.612056,12.192408
600,2026-03-27,09:20:52,14.500536,11.88807
601,2026-03-27,09:20:52,12.087371,11.583731
602,2026-03-27,09:20:52,10.067423,11.88807
603,2026-03-27,09:20:52,8.443384,11.88807
604,2026-03-27,09:20:52,6.636204,11.583731
605,2026-03-27,09:20:52,5.022938,11.583731
606,2026-03-27,09:20:52,3.614361,11.583731
607,2026-03-27,09:20:52,3.073015,11.276699
608,2026-03-27,09:20:52,2.493963,11.276699
609,2026-03-27,09:20:52,2.146532,11.276699
610,2026-03-27,09:20:52,1.726383,11.142035
611,2026-03-27,09:20:52,1.726383,11.142035
612,2026-03-27,09:20:52,1.726383,11.142035
613,2026-03-27,09:20:52,1.640198,11.276699
614,2026-03-27,09:20:52,1.640198,11.142035
615,2026-03-27,09:20:52,1.640198,11.451761
616,2026-03-27,09:20:52,1.486682,11.451761
617,2026-03-27,09:20:52,1.486682,11.451761
618,2026-03-27,09:20:52,1.486682,11.451761
619,2026-03-27,09:20:52,1.335859,11.451761
620,2026-03-27,09:20:52,1.335859,11.142035
621,2026-03-27,09:20:52,1.335859,10.97236
622,2026-03-27,09:20:52,1.185036,10.83231
623,2026-03-27,09:20:52,1.185036,10.245178
624,2026-03-27,09:20:52,1.034214,9.78463
625,2026-03-27,09:20:52,1.034214,9.553009
626,2026-03-27,09:20:52,0.883391,9.089768
627,2026-03-27,09:20:52,0.732568,8.400292
628,2026-03-27,09:20:52,0.732568,8.015155
629,2026-03-27,09:20:52,0,8.257549
630,2026-03-27,09:20:52,0,8.499943
631,2026-03-27,09:20:52,0,8.739643
632,2026-03-27,09:20:52,0,8.499943
633,2026-03-27,09:20:52,0,8.739643
634,2026-03-27,09:20:52,0,8.499943
635,2026-03-27,09:20:52,0,8.499943
636,2026-03-27,09:20:52,0,8.499943
637,2026-03-27,09:20:52,0,8.257549
638,2026-03-27,09:20:52,0,8.257549
639,2026-03-27,09:20:52,0,8.015155
640,2026-03-27,09:20:52,0,7.775455
641,2026-03-27,09:20:52,0,7.775455
642,2026-03-27,09:20:52,0,8.015155
643,2026-03-27,09:20:52,0,7.775455
644,2026-03-27,09:20:52,0,7.775455
645,2026-03-27,09:20:52,0,7.775455
646,2026-03-27,09:20:52,0,7.775455
647,2026-03-27,09:20:52,0,7.533061
648,2026-03-27,09:20:52,0,7.775455
649,2026-03-27,09:20:52,0,7.533061
650,2026-03-27,09:20:52,0,7.29336
651,2026-03-27,09:20:52,0,7.05366
652,2026-03-27,09:20:52,0.883391,7.174857
653,2026-03-27,09:20:52,1.185036,7.174857
654,2026-03-27,09:20:52,1.185036,7.42533
655,2026-03-27,09:20:52,1.185036,7.42533
656,2026-03-27,09:20:52,1.335859,7.675804
657,2026-03-27,09:20:52,1.335859,7.675804
658,2026-03-27,09:20:53,1.486682,7.675804
659,2026-03-27,09:20:53,1.640198,7.675804
660,2026-03-27,09:20:53,1.640198,7.675804
661,2026-03-27,09:20:53,1.788328,7.675804
662,2026-03-27,09:20:53,1.788328,7.42533
663,2026-03-27,09:20:53,1.941844,7.42533
664,2026-03-27,09:20:53,2.092667,7.174857
665,2026-03-27,09:20:53,2.243489,6.924383
666,2026-03-27,09:20:53,2.394312,6.479994
667,2026-03-27,09:20:53,2.394312,6.479994
668,2026-03-27,09:20:53,2.545135,6.046379
669,2026-03-27,09:20:53,2.809075,6.046379
670,2026-03-27,09:20:53,2.967977,5.607377
671,2026-03-27,09:20:53,3.396207,5.607377
672,2026-03-27,09:20:53,3.773264,5.607377
673,2026-03-27,09:20:53,4.371168,5.607377
674,2026-03-27,09:20:53,4.769771,5.402689
675,2026-03-27,09:20:53,4.909821,5.607377
676,2026-03-27,09:20:53,4.969073,5.607377
677,2026-03-27,09:20:53,4.969073,5.809372
678,2026-03-27,09:20:53,4.769771,5.607377
679,2026-03-27,09:20:53,4.707826,5.809372
680,2026-03-27,09:20:53,4.57047,6.01406
681,2026-03-27,09:20:53,4.371168,5.849771
682,2026-03-27,09:20:53,4.171867,6.051765
683,2026-03-27,09:20:53,4.107228,6.25376
684,2026-03-27,09:20:53,3.972565,6.25376
685,2026-03-27,09:20:53,3.907927,6.455755
686,2026-03-27,09:20:53,3.907927,6.65775
687,2026-03-27,09:20:53,3.708625,6.65775
688,2026-03-27,09:20:53,3.708625,6.859745
689,2026-03-27,09:20:53,3.705932,7.088672
690,2026-03-27,09:20:53,3.573962,7.088672
691,2026-03-27,09:20:53,3.498551,7.320293
692,2026-03-27,09:20:53,3.498551,7.551914
693,2026-03-27,09:20:53,3.339648,7.551914
694,2026-03-27,09:20:53,3.202292,7.551914
695,2026-03-27,09:20:53,3.059548,7.786228
696,2026-03-27,09:20:53,3.046082,8.020542
697,2026-03-27,09:20:53,2.900646,8.020542
698,2026-03-27,09:20:53,2.75521,8.036701
699,2026-03-27,09:20:53,2.60708,8.254856
700,2026-03-27,09:20:53,2.545135,8.48917
701,2026-03-27,09:20:53,2.545135,8.48917
702,2026-03-27,09:20:53,2.545135,8.48917
703,2026-03-27,09:20:53,2.394312,8.712711
704,2026-03-27,09:20:53,2.394312,8.712711
705,2026-03-27,09:20:53,2.243489,8.72079
706,2026-03-27,09:20:53,2.243489,8.72079
707,2026-03-27,09:20:53,2.092667,8.72079
708,2026-03-27,09:20:53,2.092667,8.72079
709,2026-03-27,09:20:53,1.941844,8.712711
710,2026-03-27,09:20:53,1.788328,8.712711
711,2026-03-27,09:20:53,1.788328,8.712711
712,2026-03-27,09:20:53,1.640198,8.712711
713,2026-03-27,09:20:53,1.486682,8.48917
714,2026-03-27,09:20:53,1.486682,8.486476
715,2026-03-27,09:20:53,1.486682,8.486476
716,2026-03-27,09:20:53,1.486682,8.486476
717,2026-03-27,09:20:53,1.486682,8.486476
718,2026-03-27,09:20:53,1.335859,8.265629
719,2026-03-27,09:20:53,1.185036,8.265629
720,2026-03-27,09:20:53,1.335859,8.265629
721,2026-03-27,09:20:53,1.185036,8.265629
722,2026-03-27,09:20:53,1.185036,8.036701
723,2026-03-27,09:20:53,1.185036,8.036701
724,2026-03-27,09:20:53,1.034214,7.888572
725,2026-03-27,09:20:53,1.034214,8.136352
726,2026-03-27,09:20:53,1.034214,8.136352
727,2026-03-27,09:20:53,0.883391,8.381439
728,2026-03-27,09:20:53,0.883391,8.381439
729,2026-03-27,09:20:53,0.883391,8.629219
730,2026-03-27,09:20:53,0.732568,8.629219
731,2026-03-27,09:20:53,0,8.874307
732,2026-03-27,09:20:53,0,8.874307
733,2026-03-27,09:20:53,0,8.629219
734,2026-03-27,09:20:53,0,8.629219
735,2026-03-27,09:20:53,0,8.629219
736,2026-03-27,09:20:53,0,8.381439
737,2026-03-27,09:20:53,0,8.381439
738,2026-03-27,09:20:53,0,8.381439
739,2026-03-27,09:20:53,0,8.136352
740,2026-03-27,09:20:53,0,8.381439
741,2026-03-27,09:20:53,0,8.136352
742,2026-03-27,09:20:53,0,8.136352
743,2026-03-27,09:20:53,0,8.136352
744,2026-03-27,09:20:53,0,8.136352
745,2026-03-27,09:20:53,0,8.136352
746,2026-03-27,09:20:53,0,8.136352
747,2026-03-27,09:20:53,0,8.136352
748,2026-03-27,09:20:53,0,8.136352
749,2026-03-27,09:20:53,0,8.136352
750,2026-03-27,09:20:53,0,7.888572
751,2026-03-27,09:20:53,0,7.888572
752,2026-03-27,09:20:53,0,7.888572
753,2026-03-27,09:20:53,0,7.888572
754,2026-03-27,09:20:53,0,7.643485
755,2026-03-27,09:20:53,0,7.643485
756,2026-03-27,09:20:53,0,7.586926
757,2026-03-27,09:20:53,0,7.81316
758,2026-03-27,09:20:53,0,7.81316
759,2026-03-27,09:20:53,0,7.81316
760,2026-03-27,09:20:53,0,7.81316
761,2026-03-27,09:20:53,0,7.81316
762,2026-03-27,09:20:53,0,7.81316
763,2026-03-27,09:20:53,0,7.586926
764,2026-03-27,09:20:53,0,7.786228
765,2026-03-27,09:20:53,0,7.786228
766,2026-03-27,09:20:53,0,7.888572
767,2026-03-27,09:20:53,0,7.643485
768,2026-03-27,09:20:53,0,7.888572
769,2026-03-27,09:20:53,0,7.888572
770,2026-03-27,09:20:53,0,7.888572
771,2026-03-27,09:20:53,0,7.888572
772,2026-03-27,09:20:53,0,8.136352
773,2026-03-27,09:20:53,0,8.381439
774,2026-03-27,09:20:53,0,8.381439
775,2026-03-27,09:20:53,0,8.629219
776,2026-03-27,09:20:53,0,9.119394
777,2026-03-27,09:20:53,0,9.119394
778,2026-03-27,09:20:53,0,9.367174
779,2026-03-27,09:20:53,0,9.860041
780,2026-03-27,09:20:53,0,9.860041
781,2026-03-27,09:20:53,0,10.105128
782,2026-03-27,09:20:53,0,10.352909
783,2026-03-27,09:20:53,0,10.665327
784,2026-03-27,09:20:53,0,10.980439
785,2026-03-27,09:20:53,0,11.292858
786,2026-03-27,09:20:53,0,11.605277
787,2026-03-27,09:20:53,0,11.605277
788,2026-03-27,09:20:53,0,11.920389
789,2026-03-27,09:20:53,0,11.920389
790,2026-03-27,09:20:53,0.708329,11.605277
791,2026-03-27,09:20:53,0.853765,11.605277
792,2026-03-27,09:20:53,1.001894,11.292858
793,2026-03-27,09:20:53,1.147331,11.292858
794,2026-03-27,09:20:53,1.292767,11.292858
795,2026-03-27,09:20:53,1.416657,9.860041
796,2026-03-27,09:20:53,1.704836,7.888572
797,2026-03-27,09:20:53,2.135759,5.410768
798,2026-03-27,09:20:53,2.423938,3.038002
799,2026-03-27,09:20:53,2.566681,1.292767
800,2026-03-27,09:20:53,2.852167,1.139251
801,2026-03-27,09:20:53,3.202292,1.139251
802,2026-03-27,09:20:53,3.907927,0.991121
803,2026-03-27,09:20:53,4.909821,0.991121
804,2026-03-27,09:20:53,6.108324,0.991121
805,2026-03-27,09:20:53,7.589619,0.991121
806,2026-03-27,09:20:53,8.949718,0.991121
807,2026-03-27,09:20:53,10.134754,0.842992
808,2026-03-27,09:20:53,11.193207,0.842992
809,2026-03-27,09:20:54,11.828818,0.842992
810,2026-03-27,09:20:54,12.122384,0.842992
811,2026-03-27,09:20:54,12.413256,0.694862
812,2026-03-27,09:20:54,12.706822,0
813,2026-03-27,09:20:54,12.973455,0.694862
814,2026-03-27,09:20:54,13.29126,0.694862
815,2026-03-27,09:20:54,13.587519,0
816,2026-03-27,09:20:54,13.878392,0
817,2026-03-27,09:20:54,13.878392,0
818,2026-03-27,09:20:54,14.171958,0.694862
819,2026-03-27,09:20:54,14.46283,0.694862
820,2026-03-27,09:20:54,14.46283,0.694862
821,2026-03-27,09:20:54,14.46283,0
822,2026-03-27,09:20:54,14.171958,0.694862
823,2026-03-27,09:20:54,14.171958,0.694862
824,2026-03-27,09:20:54,14.171958,0
825,2026-03-27,09:20:54,13.878392,0.694862
826,2026-03-27,09:20:54,13.595599,0
827,2026-03-27,09:20:54,13.587519,0
828,2026-03-27,09:20:54,13.29126,0
829,2026-03-27,09:20:54,13.000388,0
830,2026-03-27,09:20:54,12.706822,0
831,2026-03-27,09:20:54,12.413256,0
832,2026-03-27,09:20:54,12.413256,0
833,2026-03-27,09:20:54,12.122384,0
834,2026-03-27,09:20:54,11.828818,0
835,2026-03-27,09:20:54,11.828818,0
836,2026-03-27,09:20:54,11.828818,0
837,2026-03-27,09:20:54,11.535252,0
838,2026-03-27,09:20:54,11.244379,0
839,2026-03-27,09:20:54,11.193207,0
840,2026-03-27,09:20:54,11.244379,0
841,2026-03-27,09:20:54,11.244379,0
842,2026-03-27,09:20:54,11.244379,0
843,2026-03-27,09:20:54,11.244379,0
844,2026-03-27,09:20:54,10.953507,0
845,2026-03-27,09:20:54,10.953507,0
846,2026-03-27,09:20:54,10.953507,0
847,2026-03-27,09:20:54,10.657248,0
848,2026-03-27,09:20:54,10.657248,0
849,2026-03-27,09:20:54,10.369068,0
850,2026-03-27,09:20:54,10.369068,0
851,2026-03-27,09:20:54,10.369068,0
852,2026-03-27,09:20:54,10.369068,0
853,2026-03-27,09:20:54,10.134754,0
854,2026-03-27,09:20:54,10.134754,0
855,2026-03-27,09:20:54,9.903134,0
856,2026-03-27,09:20:54,9.843882,0
857,2026-03-27,09:20:54,9.676899,0
858,2026-03-27,09:20:54,9.447972,0
859,2026-03-27,09:20:54,9.162486,0
860,2026-03-27,09:20:54,9.054755,0
861,2026-03-27,09:20:54,8.823135,0
862,2026-03-27,09:20:54,8.591514,0
863,2026-03-27,09:20:54,8.591514,0
864,2026-03-27,09:20:54,8.359893,0
865,2026-03-27,09:20:54,8.128272,0
866,2026-03-27,09:20:54,7.896652,0
867,2026-03-27,09:20:54,7.665031,0
868,2026-03-27,09:20:54,7.43341,0
869,2026-03-27,09:20:54,7.43341,0
870,2026-03-27,09:20:54,7.201789,0
871,2026-03-27,09:20:54,6.970169,0
872,2026-03-27,09:20:54,6.970169,0
873,2026-03-27,09:20:54,6.970169,0
874,2026-03-27,09:20:54,6.757401,1.300847
875,2026-03-27,09:20:54,6.552713,2.445484
876,2026-03-27,09:20:54,6.552713,3.676306
877,2026-03-27,09:20:54,6.350718,4.489672
878,2026-03-27,09:20:54,6.288773,4.691667
879,2026-03-27,09:20:54,7.139844,5.09835
880,2026-03-27,09:20:54,7.842786,5.502339
881,2026-03-27,09:20:54,9.011663,6.111017
882,2026-03-27,09:20:54,10.183233,6.5177
883,2026-03-27,09:20:54,11.645676,6.92977
884,2026-03-27,09:20:54,13.156597,7.166777
885,2026-03-27,09:20:54,14.969164,7.638098
886,2026-03-27,09:20:54,16.17844,8.112113
887,2026-03-27,09:20:54,17.912902,8.586127
888,2026-03-27,09:20:54,20.161778,9.439892
889,2026-03-27,09:20:54,22.410654,11.276699
890,2026-03-27,09:20:54,23.765366,12.192408
891,2026-03-27,09:20:54,26.014242,12.806473
892,2026-03-27,09:20:54,27.363567,13.417844
893,2026-03-27,09:20:54,28.265811,13.417844
894,2026-03-27,09:20:54,29.61783,13.722183
895,2026-03-27,09:20:54,30.972542,14.029215
896,2026-03-27,09:20:54,31.877479,14.123479
897,2026-03-27,09:20:54,32.324561,14.427818
898,2026-03-27,09:20:54,32.779722,14.427818
899,2026-03-27,09:20:54,33.229498,14.732157
900,2026-03-27,09:20:54,33.229498,14.732157
901,2026-03-27,09:20:54,33.679273,15.036496
902,2026-03-27,09:20:54,34.072489,15.036496
903,2026-03-27,09:20:54,35.139022,15.036496
904,2026-03-27,09:20:54,35.726154,15.036496
905,2026-03-27,09:20:54,36.313285,15.036496
906,2026-03-27,09:20:54,36.905804,14.732157
907,2026-03-27,09:20:54,36.313285,14.732157
908,2026-03-27,09:20:54,36.905804,14.427818
909,2026-03-27,09:20:54,36.313285,14.123479
910,2026-03-27,09:20:54,35.726154,13.81914
911,2026-03-27,09:20:54,34.072489,13.514801
912,2026-03-27,09:20:54,31.333439,13.213156
913,2026-03-27,09:20:54,27.226211,12.601785
914,2026-03-27,09:20:54,22.669207,12.300139
915,2026-03-27,09:20:54,17.21804,11.993107
916,2026-03-27,09:20:54,13.897245,11.691461
917,2026-03-27,09:20:54,10.067423,11.387122
918,2026-03-27,09:20:54,7.982836,10.778445
919,2026-03-27,09:20:54,6.636204,10.476799
920,2026-03-27,09:20:54,5.224933,10.126675
921,2026-03-27,09:20:54,3.423139,9.897747
922,2026-03-27,09:20:54,2.429325,9.66882
923,2026-03-27,09:20:54,1.866432,9.307922
924,2026-03-27,09:20:54,1.185036,8.982037
925,2026-03-27,09:20:54,1.034214,8.75311
926,2026-03-27,09:20:54,1.185036,8.526875
927,2026-03-27,09:20:54,1.185036,8.400292
928,2026-03-27,09:20:54,1.335859,8.168671
929,2026-03-27,09:20:54,1.486682,8.066327
930,2026-03-27,09:20:54,1.486682,7.937051
931,2026-03-27,09:20:54,1.486682,7.708123
932,2026-03-27,09:20:54,1.486682,7.786228
933,2026-03-27,09:20:54,1.486682,7.708123
934,2026-03-27,09:20:54,1.486682,7.659644
935,2026-03-27,09:20:54,1.335859,7.659644
936,2026-03-27,09:20:54,1.335859,7.551914
937,2026-03-27,09:20:54,1.185036,7.551914
938,2026-03-27,09:20:54,1.185036,7.551914
939,2026-03-27,09:20:54,1.034214,7.551914
940,2026-03-27,09:20:54,1.034214,7.320293
941,2026-03-27,09:20:54,0.883391,7.320293
942,2026-03-27,09:20:54,0.883391,7.320293
943,2026-03-27,09:20:54,0.732568,7.320293
944,2026-03-27,09:20:54,0.732568,7.088672
945,2026-03-27,09:20:54,0,7.088672
946,2026-03-27,09:20:54,0,6.859745
947,2026-03-27,09:20:54,0,6.859745
948,2026-03-27,09:20:54,0,6.65775
949,2026-03-27,09:20:54,0,6.455755
950,2026-03-27,09:20:54,0,6.477301
951,2026-03-27,09:20:54,0,6.90553
952,2026-03-27,09:20:54,0,6.90553
953,2026-03-27,09:20:54,0,7.398398
954,2026-03-27,09:20:54,0,7.888572
955,2026-03-27,09:20:54,0,8.381439
956,2026-03-27,09:20:54,0,8.629219
957,2026-03-27,09:20:54,0,9.119394
958,2026-03-27,09:20:54,0,9.860041
959,2026-03-27,09:20:55,0,10.980439
960,2026-03-27,09:20:55,0,11.920389
961,2026-03-27,09:20:55,0,12.545226
962,2026-03-27,09:20:55,0,13.485175
963,2026-03-27,09:20:55,0,14.425125
964,2026-03-27,09:20:55,0,15.362381
965,2026-03-27,09:20:55,0,16.30233
966,2026-03-27,09:20:55,0,16.929861
967,2026-03-27,09:20:55,0,17.735147
968,2026-03-27,09:20:55,0,19.192203
969,2026-03-27,09:20:55,0,20.161778
970,2026-03-27,09:20:55,0,21.618834
971,2026-03-27,09:20:55,0,22.591103
972,2026-03-27,09:20:55,0,23.557985
973,2026-03-27,09:20:55,0,24.532946
974,2026-03-27,09:20:55,0,25.505215
975,2026-03-27,09:20:55,0,25.505215
976,2026-03-27,09:20:55,0,25.505215
977,2026-03-27,09:20:55,0,25.992696
978,2026-03-27,09:20:55,0,25.505215
979,2026-03-27,09:20:55,0,25.017734
980,2026-03-27,09:20:55,0,24.532946
981,2026-03-27,09:20:55,0,23.557985
982,2026-03-27,09:20:55,0,22.591103
983,2026-03-27,09:20:55,0,21.618834
984,2026-03-27,09:20:55,0,19.192203
985,2026-03-27,09:20:55,0,16.30233
986,2026-03-27,09:20:55,0,13.485175
987,2026-03-27,09:20:55,0,10.352909
988,2026-03-27,09:20:55,0,7.888572
989,2026-03-27,09:20:55,0,6.24568
990,2026-03-27,09:20:55,0.878004,4.761692
991,2026-03-27,09:20:55,1.586333,3.487778
992,2026-03-27,09:20:55,2.774062,2.776756
993,2026-03-27,09:20:55,3.428526,2.022642
994,2026-03-27,09:20:55,4.284984,1.729076
995,2026-03-27,09:20:55,5.340744,1.284687
996,2026-03-27,09:20:55,6.606578,1.139251
997,2026-03-27,09:20:55,7.998996,0.991121
998,2026-03-27,09:20:55,9.192112,1.139251
999,2026-03-27,09:20:55,9.911213,1.139251
1000,2026-03-27,09:20:55,11.028918,0.991121
1001,2026-03-27,09:20:55,12.380937,0.991121
1002,2026-03-27,09:20:55,13.568667,0.991121
1003,2026-03-27,09:20:55,14.460137,0.991121
1004,2026-03-27,09:20:55,14.756396,0.991121
1005,2026-03-27,09:20:55,14.756396,0.991121
1006,2026-03-27,09:20:55,14.756396,0.842992
1007,2026-03-27,09:20:55,14.756396,0.842992
1008,2026-03-27,09:20:55,14.756396,0.842992
1009,2026-03-27,09:20:55,14.460137,0.842992
1010,2026-03-27,09:20:55,14.460137,0.694862
1011,2026-03-27,09:20:55,14.46283,0.694862
1012,2026-03-27,09:20:55,14.756396,0.694862
1013,2026-03-27,09:20:55,14.756396,0.694862
1014,2026-03-27,09:20:55,14.46283,0.694862
1015,2026-03-27,09:20:55,14.46283,0.694862
1016,2026-03-27,09:20:55,14.171958,0.694862
1017,2026-03-27,09:20:55,14.161185,0.694862
1018,2026-03-27,09:20:55,13.878392,0
1019,2026-03-27,09:20:55,13.587519,0
1020,2026-03-27,09:20:55,13.568667,0
1021,2026-03-27,09:20:55,13.272408,0
1022,2026-03-27,09:20:55,12.973455,0
1023,2026-03-27,09:20:55,12.380937,0
1024,2026-03-27,09:20:55,12.081985,0
1025,2026-03-27,09:20:55,11.489466,0
1026,2026-03-27,09:20:55,11.193207,0
1027,2026-03-27,09:20:55,10.600689,0
1028,2026-03-27,09:20:55,10.309817,0
1029,2026-03-27,09:20:55,10.086276,0
1030,2026-03-27,09:20:55,9.860041,0
1031,2026-03-27,09:20:55,9.631114,0
1032,2026-03-27,09:20:55,9.40488,0
1033,2026-03-27,09:20:55,9.175952,0
1034,2026-03-27,09:20:55,8.949718,0
1035,2026-03-27,09:20:55,8.726177,0
1036,2026-03-27,09:20:55,8.726177,0
1037,2026-03-27,09:20:55,8.49725,0
1038,2026-03-27,09:20:55,8.271015,0
1039,2026-03-27,09:20:55,8.128272,0
1040,2026-03-27,09:20:55,8.128272,0
1041,2026-03-27,09:20:55,8.128272,0
1042,2026-03-27,09:20:55,8.128272,0
1043,2026-03-27,09:20:55,7.896652,0
1044,2026-03-27,09:20:55,7.896652,0
1045,2026-03-27,09:20:55,7.896652,0
1046,2026-03-27,09:20:55,7.896652,0
1047,2026-03-27,09:20:55,7.896652,0
1048,2026-03-27,09:20:55,7.896652,0
1049,2026-03-27,09:20:55,7.896652,0
1050,2026-03-27,09:20:55,7.896652,0
1051,2026-03-27,09:20:55,7.896652,0
1052,2026-03-27,09:20:55,7.896652,0
1053,2026-03-27,09:20:55,7.896652,0
1054,2026-03-27,09:20:55,7.896652,0
1055,2026-03-27,09:20:55,7.665031,0
1056,2026-03-27,09:20:55,7.665031,0
1057,2026-03-27,09:20:55,7.43341,0
1058,2026-03-27,09:20:55,7.43341,0
1059,2026-03-27,09:20:55,7.43341,0
1060,2026-03-27,09:20:55,7.842786,0
1061,2026-03-27,09:20:55,8.308721,0
1062,2026-03-27,09:20:55,9.011663,0
1063,2026-03-27,09:20:55,9.245977,0
1064,2026-03-27,09:20:55,9.951612,0
1065,2026-03-27,09:20:55,10.183233,0
1066,2026-03-27,09:20:55,10.740739,0
1067,2026-03-27,09:20:55,11.042385,0
1068,2026-03-27,09:20:55,11.346723,0
1069,2026-03-27,09:20:55,11.645676,0.840299
1070,2026-03-27,09:20:55,12.25166,1.16349
1071,2026-03-27,09:20:55,12.25166,1.58364
1072,2026-03-27,09:20:55,12.852258,2.283888
1073,2026-03-27,09:20:55,13.156597,3.218451
1074,2026-03-27,09:20:55,13.759888,4.893662
1075,2026-03-27,09:20:55,14.061534,6.92977
1076,2026-03-27,09:20:55,14.667519,8.823135
1077,2026-03-27,09:20:55,15.27081,9.765777
1078,2026-03-27,09:20:55,15.876794,10.837696
1079,2026-03-27,09:20:55,16.17844,11.691461
1080,2026-03-27,09:20:55,16.784424,12.601785
1081,2026-03-27,09:20:55,17.463127,12.906124
1082,2026-03-27,09:20:55,17.912902,12.906124
1083,2026-03-27,09:20:55,18.812453,12.806473
1084,2026-03-27,09:20:55,19.262228,12.906124
1085,2026-03-27,09:20:55,19.262228,13.213156
1086,2026-03-27,09:20:55,19.714696,13.417844
1087,2026-03-27,09:20:55,20.161778,13.514801
1088,2026-03-27,09:20:55,20.161778,13.722183
1089,2026-03-27,09:20:55,20.390706,13.722183
1090,2026-03-27,09:20:55,21.303722,13.722183
1091,2026-03-27,09:20:55,21.756191,13.417844
1092,2026-03-27,09:20:55,22.214046,13.110812
1093,2026-03-27,09:20:55,23.124369,12.806473
1094,2026-03-27,09:20:55,23.579531,12.502134
1095,2026-03-27,09:20:55,24.037386,12.192408
1096,2026-03-27,09:20:55,24.037386,11.88807
1097,2026-03-27,09:20:55,24.037386,11.276699
1098,2026-03-27,09:20:55,24.037386,10.97236
1099,2026-03-27,09:20:55,23.579531,10.668021
1100,2026-03-27,09:20:55,22.669207,10.245178
1101,2026-03-27,09:20:55,21.756191,10.016251
1102,2026-03-27,09:20:55,20.845867,9.78463
1103,2026-03-27,09:20:55,19.480382,9.321388
1104,2026-03-27,09:20:55,18.114897,9.321388
1105,2026-03-27,09:20:55,17.21804,9.089768
1106,2026-03-27,09:20:55,15.707119,9.089768
1107,2026-03-27,09:20:55,14.198891,8.86084
1108,2026-03-27,09:20:55,11.791112,8.86084
1109,2026-03-27,09:20:55,9.138246,8.629219
1110,2026-03-27,09:20:56,6.838199,8.499943
1111,2026-03-27,09:20:56,4.820943,8.739643
1112,2026-03-27,09:20:56,2.860247,8.739643
1113,2026-03-27,09:20:56,1.726383,8.982037
1114,2026-03-27,09:20:56,1.446283,9.219044
1115,2026-03-27,09:20:56,1.185036,9.219044
1116,2026-03-27,09:20:56,1.185036,9.219044
1117,2026-03-27,09:20:56,1.335859,9.219044
1118,2026-03-27,09:20:56,1.335859,9.461438
1119,2026-03-27,09:20:56,1.335859,9.461438
1120,2026-03-27,09:20:56,1.335859,9.461438
1121,2026-03-27,09:20:56,1.185036,9.219044
1122,2026-03-27,09:20:56,1.185036,8.982037
1123,2026-03-27,09:20:56,1.034214,8.739643
1124,2026-03-27,09:20:56,1.034214,8.257549
1125,2026-03-27,09:20:56,0.883391,8.015155
1126,2026-03-27,09:20:56,0.883391,8.015155
1127,2026-03-27,09:20:56,0.732568,7.775455
1128,2026-03-27,09:20:56,0.732568,7.775455
1129,2026-03-27,09:20:56,0,7.775455
1130,2026-03-27,09:20:56,0,7.775455
1131,2026-03-27,09:20:56,0,7.775455
1132,2026-03-27,09:20:56,0,7.775455
1133,2026-03-27,09:20:56,0,7.926277
1134,2026-03-27,09:20:56,0,8.427225
1135,2026-03-27,09:20:56,0,8.675005
1136,2026-03-27,09:20:56,0,9.429119
1137,2026-03-27,09:20:56,0,9.930066
1138,2026-03-27,09:20:56,0,10.45256
1139,2026-03-27,09:20:56,0,10.770365
1140,2026-03-27,09:20:56,0,11.08817
1141,2026-03-27,09:20:56,0,11.405975
1142,2026-03-27,09:20:56,0,11.405975
1143,2026-03-27,09:20:56,0,11.405975
1144,2026-03-27,09:20:56,0,11.405975
1145,2026-03-27,09:20:56,0,11.405975
1146,2026-03-27,09:20:56,0,11.405975
1147,2026-03-27,09:20:56,0,11.72378
1148,2026-03-27,09:20:56,0,11.405975
1149,2026-03-27,09:20:56,0,11.405975
1150,2026-03-27,09:20:56,0,11.405975
1151,2026-03-27,09:20:56,0,11.605277
1152,2026-03-27,09:20:56,0,11.72378
1153,2026-03-27,09:20:56,0,11.605277
1154,2026-03-27,09:20:56,0,11.605277
1155,2026-03-27,09:20:56,0,11.605277
1156,2026-03-27,09:20:56,0,11.605277
1157,2026-03-27,09:20:56,0,11.605277
1158,2026-03-27,09:20:56,0,11.605277
1159,2026-03-27,09:20:56,0,11.405975
1160,2026-03-27,09:20:56,0,11.292858
1161,2026-03-27,09:20:56,0,11.08817
1162,2026-03-27,09:20:56,0,11.292858
1163,2026-03-27,09:20:56,0,10.980439
1164,2026-03-27,09:20:56,0,10.980439
1165,2026-03-27,09:20:56,0,10.980439
1166,2026-03-27,09:20:56,0,10.665327
1167,2026-03-27,09:20:56,0.740648,10.665327
1168,2026-03-27,09:20:56,1.015361,10.665327
1169,2026-03-27,09:20:56,1.292767,10.665327
1170,2026-03-27,09:20:56,1.731769,10.665327
1171,2026-03-27,09:20:56,2.170771,10.352909
1172,2026-03-27,09:20:56,2.461644,10.665327
1173,2026-03-27,09:20:56,2.75521,10.665327
