Export:,Graph,,,
File:,walk,,,
Units:,N,,,
Graphed Value:,Estimated Load,,,
Frame,Date,Time,Left Insole,Right Insole
418,2026-03-27,09:20:51,0,387.473055
419,2026-03-27,09:20:51,0,388.734163
420,2026-03-27,09:20:51,0,393.185914
421,2026-03-27,09:20:51,0,395.906832
422,2026-03-27,09:20:51,0,397.959254
423,2026-03-27,09:20:51,0,406.989275
424,2026-03-27,09:20:51,0,411.748158
425,2026-03-27,09:20:51,0,418.859435
426,2026-03-27,09:20:51,0,426.133271
427,2026-03-27,09:20:51,0,432.865129
428,2026-03-27,09:20:51,0,434.603191
429,2026-03-27,09:20:51,0,443.322414
430,2026-03-27,09:20:51,0,445.219472
431,2026-03-27,09:20:51,0,448.431835
432,2026-03-27,09:20:51,0,452.68485
433,2026-03-27,09:20:51,0,455.149236
434,2026-03-27,09:20:51,0,455.651473
435,2026-03-27,09:20:51,0,452.786016
436,2026-03-27,09:20:51,0,450.227726
437,2026-03-27,09:20:51,0,450.816706
438,2026-03-27,09:20:51,0,444.601576
439,2026-03-27,09:20:51,0,440.673782
440,2026-03-27,09:20:51,0,438.870663
441,2026-03-27,09:20:51,0,442.672007
442,2026-03-27,09:20:51,0,440.381073
443,2026-03-27,09:20:51,0,439.857116
444,2026-03-27,09:20:51,0,438.755039
445,2026-03-27,09:20:51,0,437.725213
446,2026-03-27,09:20:51,0,431.33663
447,2026-03-27,09:20:51,0,426.747569
448,2026-03-27,09:20:51,0,416.958746
449,2026-03-27,09:20:51,0,405.301779
450,2026-03-27,09:20:51,0,391.176829
451,2026-03-27,09:20:51,0,371.331792
452,2026-03-27,09:20:51,0,350.456963
453,2026-03-27,09:20:51,0,329.032859
454,2026-03-27,09:20:51,0,307.605125
455,2026-03-27,09:20:51,0,284.72844
456,2026-03-27,09:20:51,0,262.068529
457,2026-03-27,09:20:51,0,243.16301
458,2026-03-27,09:20:51,0,218.186882
459,2026-03-27,09:20:51,0,201.424126
460,2026-03-27,09:20:51,0,181.727259
461,2026-03-27,09:20:51,0,160.379039
462,2026-03-27,09:20:51,0,141.538544
463,2026-03-27,09:20:51,0,123.691748
464,2026-03-27,09:20:51,0,106.538739
465,2026-03-27,09:20:51,0,87.354977
466,2026-03-27,09:20:51,0.950335,70.014062
467,2026-03-27,09:20:51,15.049988,53.634326
468,2026-03-27,09:20:51,42.273666,40.311564
469,2026-03-27,09:20:51,71.318512,29.377289
470,2026-03-27,09:20:51,93.844719,23.675275
471,2026-03-27,09:20:51,106.444792,15.46192
472,2026-03-27,09:20:51,120.598648,6.923356
473,2026-03-27,09:20:51,140.743589,5.27924
474,2026-03-27,09:20:51,159.999621,5.084114
