[Force Data],,,,,,,,,,,,,,,,,,,,,
NumberOfForcePlates=3,,,,,,,,,,,,,,,,,,,,,
SampleRate=2400.000000,,,,,,,,,,,,,,,,,,,,,
NumberOfSamples=24040,,,,,,,,,,,,,,,,,,,,,
#Sample,FX1,FY1,FZ1,X1,Y1,Z1,MZ1,FX2,FY2,FZ2,X2,Y2,Z2,MZ2,FX3,FY3,FZ3,X3,Y3,Z3,MZ3
95,36.62,-0.95,239.76,329.58,307.24,0,718.83,-37.56,1.33,319.2,759.7,284.84,0,-342.88,0,0,0,1421.8,223.3,0,0
96,36.66,-1.07,239.44,329.45,307.39,0,738.25,-37.54,1.27,318.66,759.39,285.01,0,-343.13,0,0,0,1421.8,223.3,0,0
97,36.61,-1.08,239.62,329.55,307.27,0,747.13,-37.54,1.35,318.89,759.41,285.03,0,-335.68,0,0,0,1421.8,223.3,0,0
98,36.64,-1.08,239.62,329.52,307.21,0,746.97,-37.48,1.37,318.84,759.5,285.01,0,-337.5,0,0,0,1421.8,223.3,0,0
99,36.69,-1.07,239.71,329.42,307.04,0,757.89,-37.54,1.29,319.11,759.27,284.98,0,-359.71,0,0,0,1421.8,223.3,0,0
100,36.44,-1.02,239.89,329.12,307.24,0,719.15,-37.49,1.65,319.29,759.19,285.05,0,-323.86,0,0,0,1421.8,223.3,0,0
101,36.49,-0.98,239.26,329.29,307.28,0,748.94,-37.51,1.66,319.3,759.27,285.21,0,-349.89,0,0,0,1421.8,223.3,0,0
102,36.48,-0.94,239.62,329.22,307.16,0,733.38,-37.62,1.68,318.98,759.23,285.26,0,-345.86,0,0,0,1421.8,223.3,0,0
103,36.44,-0.95,239.76,329.3,307.17,0,741.06,-37.64,1.61,318.98,759.24,285.03,0,-320.68,0,0,0,1421.8,223.3,0,0
104,36.58,-1.06,239.71,329.36,307.11,0,764.3,-37.58,1.44,319.25,759.59,284.96,0,-317.71,0,0,0,1421.8,223.3,0,0
105,36.58,-1,239.26,329.71,307.33,0,765.55,-37.69,1.21,319.15,759.77,284.81,0,-336.64,0,0,0,1421.8,223.3,0,0
106,36.62,-0.98,239.62,329.44,307.25,0,751.53,-37.69,1.12,319.38,759.77,284.73,0,-337.68,0,0,0,1421.8,223.3,0,0
107,36.66,-1.06,239.49,329.44,307.26,0,777.06,-37.61,1.06,319.11,759.68,284.75,0,-349.88,0,0,0,1421.8,223.3,0,0
108,36.55,-0.93,239.76,329.4,306.96,0,742.69,-37.67,1.13,319.02,759.75,284.81,0,-345.99,0,0,0,1421.8,223.3,0,0
109,36.53,-0.88,239.53,329.45,307.01,0,717.51,-37.78,1.16,319.06,759.78,284.82,0,-352.02,0,0,0,1421.8,223.3,0,0
110,36.58,-0.94,239.26,329.52,307.21,0,753.63,-37.93,1.25,319.15,759.65,284.82,0,-359.52,0,0,0,1421.8,223.3,0,0
111,36.36,-0.85,239.26,329.4,307.18,0,726.13,-37.92,1.18,319.29,759.81,284.65,0,-351.11,0,0,0,1421.8,223.3,0,0
112,36.54,-0.94,239.31,329.38,307.03,0,738.71,-37.82,1.3,319.38,759.78,284.83,0,-357.21,0,0,0,1421.8,223.3,0,0
113,36.56,-0.85,239.35,329.46,307.04,0,732.77,-37.79,1.51,319.25,759.5,284.94,0,-342.96,0,0,0,1421.8,223.3,0,0
114,36.54,-0.97,239.21,329.58,307.22,0,753.04,-37.64,1.49,319.61,759.45,284.88,0,-344.12,0,0,0,1421.8,223.3,0,0
115,36.51,-0.94,239.39,329.52,306.98,0,732.51,-37.63,1.53,319.34,759.51,285.1,0,-340.83,0,0,0,1421.8,223.3,0,0
116,36.6,-0.96,238.9,329.45,307.17,0,769.64,-37.52,1.35,319.43,759.58,284.88,0,-343.65,0,0,0,1421.8,223.3,0,0
117,36.51,-1.03,239.35,329.47,306.98,0,738.07,-37.76,1.3,319.7,759.65,284.8,0,-345.2,0,0,0,1421.8,223.3,0,0
118,36.5,-0.99,239.3,329.43,306.97,0,739.64,-37.87,1.29,319.7,759.51,284.81,0,-364.98,0,0,0,1421.8,223.3,0,0
119,36.5,-0.8,239.44,329.3,306.86,0,738.47,-37.76,1.43,319.7,759.54,284.77,0,-345.14,0,0,0,1421.8,223.3,0,0
120,36.4,-0.8,239.26,329.15,307.04,0,740.93,-37.68,1.56,319.52,759.36,285.06,0,-316.66,0,0,0,1421.8,223.3,0,0
121,36.52,-0.81,239.4,329.19,306.91,0,742.38,-37.7,1.91,319.48,759,285.07,0,-346.17,0,0,0,1421.8,223.3,0,0
122,36.44,-0.87,239.35,329.25,306.78,0,743.73,-37.72,1.89,319.61,759.14,285.14,0,-349.47,0,0,0,1421.8,223.3,0,0
123,36.43,-0.94,238.85,329.3,307.17,0,758.57,-37.62,1.75,319.75,759.18,285.1,0,-338.47,0,0,0,1421.8,223.3,0,0
124,36.49,-0.97,239.17,329.08,306.8,0,729.36,-37.59,1.63,319.61,759.28,284.87,0,-324.68,0,0,0,1421.8,223.3,0,0
125,36.42,-0.93,238.99,329.29,307.03,0,718.48,-37.77,1.34,319.51,759.75,284.75,0,-326.15,0,0,0,1421.8,223.3,0,0
126,36.36,-0.92,239.17,329.16,306.97,0,752.5,-37.89,1.16,319.47,759.65,284.76,0,-367.63,0,0,0,1421.8,223.3,0,0
127,36.44,-0.88,238.9,329.38,306.84,0,727.29,-38.03,1.14,319.29,759.71,284.65,0,-368.24,0,0,0,1421.8,223.3,0,0
128,36.35,-0.76,238.99,329.43,307,0,716.43,-37.83,1.37,319.52,759.71,284.78,0,-348.16,0,0,0,1421.8,223.3,0,0
129,36.38,-0.9,238.99,329.38,306.88,0,739.92,-37.93,1.32,319.38,759.66,284.74,0,-386.18,0,0,0,1421.8,223.3,0,0
130,36.48,-0.89,239.08,329.37,306.79,0,723.43,-37.91,1.33,319.65,759.75,284.68,0,-360.72,0,0,0,1421.8,223.3,0,0
131,36.57,-0.78,238.72,329.45,307.03,0,722.46,-37.91,1.4,319.42,759.64,284.66,0,-321.33,0,0,0,1421.8,223.3,0,0
132,36.61,-0.92,238.58,329.42,306.88,0,730.41,-37.79,1.33,319.92,759.82,284.68,0,-339.84,0,0,0,1421.8,223.3,0,0
133,36.51,-0.93,238.58,329.49,307.04,0,749.28,-37.72,1.48,319.61,759.62,284.68,0,-349.1,0,0,0,1421.8,223.3,0,0
134,36.34,-0.9,238.26,329.51,307.02,0,746.96,-37.66,1.47,319.16,759.29,284.89,0,-363.2,0,0,0,1421.8,223.3,0,0
135,36.42,-0.83,238.94,329.31,306.77,0,731.68,-37.66,1.4,319.65,759.49,284.83,0,-355.07,0,0,0,1421.8,223.3,0,0
136,36.39,-0.79,238.9,329.08,306.81,0,738.12,-37.69,1.36,319.52,759.66,284.74,0,-342.95,0,0,0,1421.8,223.3,0,0
137,36.37,-0.82,238.81,329.25,306.84,0,733.03,-37.72,1.49,319.38,759.52,284.78,0,-350,0,0,0,1421.8,223.3,0,0
138,36.39,-0.87,238.62,329.33,306.84,0,748.3,-37.71,1.64,319.61,759.57,284.79,0,-328.52,0,0,0,1421.8,223.3,0,0
139,36.4,-0.74,239.08,329.16,306.82,0,725.81,-37.79,1.69,320.1,759.63,284.67,0,-331.69,0,0,0,1421.8,223.3,0,0
140,36.51,-0.85,238.58,329.12,306.89,0,758.32,-37.68,1.78,319.92,759.41,284.8,0,-335.07,0,0,0,1421.8,223.3,0,0
141,36.58,-0.83,238.72,329.32,306.93,0,764.36,-37.72,1.9,319.74,759.29,284.9,0,-337.53,0,0,0,1421.8,223.3,0,0
142,36.69,-0.88,238.68,329.25,306.84,0,756.11,-37.58,1.7,319.65,759.4,284.89,0,-349.68,0,0,0,1421.8,223.3,0,0
143,36.59,-0.99,238.72,329.08,306.9,0,772.49,-37.59,1.7,319.79,759.28,285.07,0,-326.51,0,0,0,1421.8,223.3,0,0
144,36.36,-0.75,238.72,329.18,306.65,0,726.33,-37.67,1.7,319.47,759.35,285.02,0,-320.69,0,0,0,1421.8,223.3,0,0
145,36.45,-0.81,238.45,329.39,306.81,0,745.14,-37.91,1.39,319.88,759.69,284.57,0,-349.09,0,0,0,1421.8,223.3,0,0
146,36.48,-0.88,238.67,329.25,306.72,0,736.5,-37.99,1.41,319.87,759.7,284.54,0,-366.1,0,0,0,1421.8,223.3,0,0
147,36.44,-0.81,238.67,329.27,306.63,0,737.64,-37.91,1.52,319.78,759.74,284.6,0,-342.22,0,0,0,1421.8,223.3,0,0
148,36.42,-0.81,238.4,329.41,306.93,0,729.9,-37.85,1.47,319.47,759.71,284.54,0,-338.32,0,0,0,1421.8,223.3,0,0
149,36.48,-0.84,238.72,329.2,306.77,0,761.11,-37.86,1.38,319.69,759.75,284.59,0,-349.88,0,0,0,1421.8,223.3,0,0
150,36.61,-0.87,238.22,329.42,306.84,0,760.34,-37.85,1.38,319.87,759.69,284.45,0,-336.78,0,0,0,1421.8,223.3,0,0
151,36.56,-0.9,238.58,329.16,306.73,0,742.35,-37.83,1.44,319.79,759.79,284.62,0,-362.41,0,0,0,1421.8,223.3,0,0
152,36.53,-0.83,238.81,329.35,306.62,0,735.21,-37.8,1.46,319.65,759.65,284.62,0,-360.13,0,0,0,1421.8,223.3,0,0
153,36.31,-0.96,238.08,329.41,307.01,0,730.06,-37.77,1.53,319.74,759.65,284.75,0,-343.09,0,0,0,1421.8,223.3,0,0
154,36.38,-0.84,238.58,329.33,306.78,0,736.21,-37.68,1.67,319.92,759.63,284.58,0,-334.76,0,0,0,1421.8,223.3,0,0
155,36.41,-0.9,238.67,329.22,306.64,0,741.34,-37.86,1.56,319.92,759.55,284.59,0,-350.23,0,0,0,1421.8,223.3,0,0
156,36.33,-0.96,238.21,329.37,306.71,0,739.81,-37.73,1.77,319.47,759.34,284.68,0,-343.11,0,0,0,1421.8,223.3,0,0
157,36.45,-0.91,238.54,329.02,306.68,0,758.7,-37.7,1.74,319.65,759.51,284.62,0,-342.63,0,0,0,1421.8,223.3,0,0
158,36.39,-0.97,238.4,329.23,306.7,0,726.59,-37.8,1.63,319.88,759.53,284.69,0,-375.62,0,0,0,1421.8,223.3,0,0
159,36.51,-0.98,238.35,329.1,306.63,0,763.21,-37.74,1.68,319.52,759.43,284.75,0,-357.92,0,0,0,1421.8,223.3,0,0
160,36.52,-0.82,238.72,329.01,306.44,0,733.75,-37.66,1.9,319.97,759.14,284.74,0,-325.16,0,0,0,1421.8,223.3,0,0
161,36.38,-0.87,238.94,328.87,306.55,0,734.44,-37.6,1.92,319.24,759.07,284.78,0,-303.03,0,0,0,1421.8,223.3,0,0
162,36.41,-0.89,238.81,328.96,306.59,0,745.68,-37.68,1.93,319.83,759.54,284.72,0,-327.6,0,0,0,1421.8,223.3,0,0
163,36.3,-0.9,238.4,329.08,306.83,0,757.39,-37.74,1.84,319.83,759.42,284.83,0,-351.01,0,0,0,1421.8,223.3,0,0
164,36.25,-0.94,238.4,329.13,306.63,0,728.01,-37.74,1.86,319.79,759.41,284.69,0,-335.36,0,0,0,1421.8,223.3,0,0
165,36.37,-0.9,238.58,329.11,306.61,0,731.78,-37.93,1.45,319.87,759.76,284.53,0,-355.94,0,0,0,1421.8,223.3,0,0
166,36.36,-0.89,238.26,329.24,306.74,0,734.76,-37.79,1.45,320.19,759.83,284.39,0,-327.7,0,0,0,1421.8,223.3,0,0
167,36.43,-1.01,238.44,329.13,306.56,0,750.87,-37.83,1.47,320.01,759.71,284.24,0,-320.36,0,0,0,1421.8,223.3,0,0
168,36.44,-0.94,238.67,329.11,306.42,0,742.93,-37.87,1.45,319.96,759.89,284.43,0,-339.12,0,0,0,1421.8,223.3,0,0
169,36.43,-0.93,238.53,329.02,306.47,0,721.69,-37.88,1.46,320.24,759.85,284.45,0,-351.89,0,0,0,1421.8,223.3,0,0
170,36.44,-0.88,238.58,329.24,306.54,0,723.62,-37.83,1.44,320.46,759.96,284.23,0,-324.63,0,0,0,1421.8,223.3,0,0
171,36.44,-0.9,238.4,329.13,306.73,0,742.17,-37.89,1.5,319.6,759.74,284.43,0,-340.11,0,0,0,1421.8,223.3,0,0
172,36.5,-0.95,238.49,329.11,306.59,0,750.67,-37.75,1.54,319.92,759.73,284.32,0,-351.37,0,0,0,1421.8,223.3,0,0
173,36.45,-0.9,238.4,329.11,306.46,0,756.69,-37.81,1.85,319.83,759.54,284.74,0,-363.44,0,0,0,1421.8,223.3,0,0
174,36.42,-0.88,238.04,329.32,306.59,0,728.53,-37.79,1.77,319.74,759.49,284.59,0,-336.26,0,0,0,1421.8,223.3,0,0
175,36.34,-0.98,237.81,329.41,306.61,0,729.11,-37.71,1.89,319.88,759.37,284.75,0,-343.7,0,0,0,1421.8,223.3,0,0
176,36.42,-1.01,238.26,329.21,306.78,0,741.53,-37.8,1.69,320.01,759.46,284.5,0,-334.85,0,0,0,1421.8,223.3,0,0
177,36.52,-1.1,238.49,329.01,306.53,0,760.68,-37.67,1.6,320.01,759.69,284.44,0,-329.53,0,0,0,1421.8,223.3,0,0
178,36.51,-1.02,238.08,329.29,306.68,0,756.4,-37.69,1.78,320.19,759.65,284.45,0,-343.62,0,0,0,1421.8,223.3,0,0
