sample,right_foot,left_foot
2967,261.28,295.62
2968,261.15,295.8
2969,260.74,296.07
2970,260.93,296.16
2971,261.06,296.21
2972,261.06,296.16
2973,261.24,296.07
2974,260.78,296.08
2975,260.96,296.12
2976,261.1,295.98
2977,261.19,296.3
2978,261.1,296.03
2979,260.97,295.94
2980,260.88,295.9
2981,261.15,296.17
2982,261.01,295.94
2983,260.83,296.34
2984,261.14,296.3
2985,261.1,296.21
2986,260.88,296.07
2987,260.92,296.43
2988,260.79,296.07
2989,260.79,296.12
2990,260.29,296.03
2991,260.96,296.3
2992,260.51,296.35
2993,260.69,296.3
2994,260.47,296.35
2995,260.92,296.57
2996,260.97,296.39
2997,261.1,295.98
2998,260.79,296.26
2999,260.97,296.67
3000,260.83,295.85
3001,261.05,296.57
3002,260.38,296.3
3003,260.6,296.21
3004,260.79,296.21
3005,260.83,296.07
3006,260.83,296.35
3007,260.83,296.53
3008,260.52,296.17
3009,261.01,296.57
3010,260.92,296.16
3011,260.79,296.03
3012,260.83,296.57
3013,261.01,297.03
3014,260.97,295.85
3015,261.06,296.35
3016,260.79,296.35
3017,260.65,296.39
3018,261.1,295.76
3019,261.01,295.99
3020,260.97,296.94
3021,260.92,296.8
3022,261.05,296.08
3023,261.19,296.3
3024,260.83,296.35
3025,260.52,296.26
3026,260.78,295.94
3027,260.87,296.84
3028,260.47,296.52
3029,260.52,296.21
3030,260.88,296.44
3031,261.24,296.39
3032,261.19,296.26
3033,261.01,296.53
3034,260.97,296.44
3035,260.7,296.66
3036,260.42,296.3
3037,260.97,296.8
3038,260.83,296.53
3039,261.01,296.08
3040,261.01,295.63
3041,260.92,296.53
3042,260.79,296.44
3043,260.88,296.21
3044,261.1,296.3
3045,261.01,296.8
3046,260.7,296.53
3047,260.74,296.44
3048,260.65,296.44
3049,260.65,296.39
3050,260.7,296.71
3051,260.16,296.89
3052,260.74,296.62
3053,261.1,296.58
3054,261.01,296.94
3055,260.69,296.26
3056,260.88,296.58
3057,261.02,296.44
3058,260.92,296.66
3059,260.74,296.98
3060,260.61,296.94
3061,260.97,296.62
3062,260.88,297.07
3063,261.1,296.39
3064,260.83,296.35
3065,260.74,296.71
3066,260.97,296.71
3067,260.74,296.75
3068,260.7,296.3
3069,261.11,296.67
3070,260.79,296.76
3071,260.88,296.66
3072,260.7,296.85
3073,260.65,297.03
3074,261.1,296.76
3075,260.83,296.94
3076,261.06,297.12
3077,260.79,296.98
3078,260.97,297.34
3079,260.7,296.94
3080,260.75,296.94
3081,261.15,297.12
3082,260.93,296.8
3083,260.88,296.94
3084,260.97,296.75
3085,260.47,296.57
3086,260.75,296.98
3087,260.88,296.89
3088,261.11,296.75
3089,260.93,296.94
3090,260.79,296.98
3091,261.06,296.62
3092,261.15,296.98
3093,260.97,297.08
3094,260.65,297.39
3095,260.93,296.71
3096,260.83,296.71
3097,261.06,296.8
3098,261.42,297.21
3099,261.06,296.94
3100,260.97,297.12
3101,261.06,297.08
3102,260.7,297.53
3103,260.88,296.67
3104,261.06,297.03
3105,261.06,297.35
3106,260.92,297.21
3107,261.06,297.07
3108,260.93,296.94
3109,260.93,297.12
3110,261.15,296.8
3111,261.2,297.21
3112,260.88,297.3
3113,260.97,296.71
3114,260.97,297.03
3115,261.19,296.98
3116,261.28,297.48
3117,261.15,297.21
3118,261.06,296.9
3119,260.97,297.17
3120,261.24,296.94
3121,261.02,296.81
3122,260.79,297.35
3123,261.06,297.35
3124,261.29,297.12
3125,261.01,297.21
3126,261.2,297.39
3127,261.29,296.94
3128,260.97,296.98
3129,261.01,296.85
3130,261.42,297.16
3131,261.38,297.12
3132,261.38,296.85
3133,261.15,297.57
3134,260.92,297.62
3135,260.97,297.07
3136,261.02,297.03
3137,260.83,297.21
3138,261.37,297.21
3139,260.74,296.81
3140,261.56,297.48
3141,261.15,296.94
3142,261.15,297.08
3143,261.15,297.3
3144,261.46,297.53
3145,260.97,297.3
3146,261.24,297.16
3147,261.1,297.39
3148,261.02,297.71
3149,260.75,296.89
3150,261.02,297.21
3151,260.97,297.21
3152,261.1,296.94
3153,260.61,297.44
3154,260.61,297.17
3155,260.92,297.53
3156,260.97,297.3
3157,261.47,297.17
3158,260.48,297.3
3159,261.15,297.53
3160,260.93,297.71
3161,261.15,297.44
3162,260.79,296.94
3163,260.43,296.99
3164,261.14,297.35
3165,261.1,296.85
3166,260.97,296.89
3167,260.7,297.03
3168,261.15,297.35
3169,261.02,297.3
3170,260.88,297.48
3171,260.7,297.62
3172,260.97,297.35
3173,260.83,297.21
3174,260.69,297.08
3175,260.61,297.84
3176,260.65,297.48
3177,260.92,297.17
3178,260.83,297.17
3179,260.61,297.3
3180,260.84,297.53
3181,261.01,297.08
3182,260.79,296.9
3183,260.92,297.39
3184,260.74,297.43
3185,260.51,297.17
3186,260.65,297.07
3187,260.74,297.03
3188,260.61,297.39
3189,260.66,297.17
3190,260.52,296.8
3191,260.42,296.98
3192,260.6,297.08
3193,260.51,297.03
3194,260.79,296.94
3195,260.61,296.81
3196,260.24,297.03
3197,260.47,296.71
3198,260.39,296.95
3199,259.98,297.48
3200,260.65,296.72
3201,260.65,297.12
3202,260.47,297.04
3203,260.38,297.17
3204,260.47,297.34
3205,260.65,297.12
3206,260.7,296.94
3207,260.47,296.8
3208,260.15,297.48
3209,260.29,297.43
3210,260.15,297.44
3211,260.65,296.72
3212,260.6,296.58
3213,260.83,297.17
3214,261.01,297.3
3215,260.2,297.35
3216,260.11,297.3
3217,260.92,296.89
3218,260.51,296.94
3219,260.6,296.94
3220,260.65,297.48
3221,260.34,297.17
3222,260.51,297.03
3223,260.43,297.12
3224,260.61,297.3
3225,260.47,297.17
3226,260.42,297.21
3227,260.6,297.07
3228,260.47,297.07
3229,260.51,296.76
3230,260.47,296.94
3231,260.25,297.48
3232,260.25,297.12
3233,260.2,297.17
3234,260.2,297.03
3235,260.42,296.76
3236,260.51,297.03
3237,260.65,297.08
3238,260.6,297.03
3239,260.87,297.21
3240,260.74,297.21
3241,260.74,297.53
3242,260.83,296.76
3243,260.74,296.89
3244,260.65,297.3
3245,260.87,296.89
3246,260.69,296.76
3247,260.7,297.08
3248,260.61,296.94
3249,260.43,297.12
3250,260.43,296.89
3251,260.93,296.81
3252,260.97,297.03
3253,260.2,297.12
3254,260.42,297.44
3255,260.51,297.03
3256,260.97,296.76
3257,260.83,297.21
3258,260.79,296.9
3259,260.47,296.76
3260,260.74,296.94
3261,260.34,296.58
3262,260.88,297.39
3263,260.74,296.62
3264,260.29,297.03
3265,260.65,296.8
3266,260.42,296.89
3267,260.61,297.12
3268,260.34,297.03
3269,260.34,296.76
3270,260.66,296.85
3271,260.47,296.98
3272,260.79,296.76
3273,260.7,296.94
3274,260.42,296.81
3275,260.29,296.8
3276,260.52,297.34
3277,260.79,296.67
3278,260.52,297.08
3279,260.52,296.13
3280,260.92,296.44
3281,260.47,296.72
3282,260.61,296.62
3283,260.61,296.44
3284,260.88,296.44
3285,260.52,296.67
3286,260.43,296.62
3287,260.39,296.35
3288,260.52,296.62
3289,260.47,296.66
3290,260.52,296.44
3291,260.43,296.66
3292,260.7,296.53
3293,260.79,296.62
3294,260.65,296.44
3295,260.66,296.31
3296,260.66,296.53
3297,260.61,296.4
3298,260.97,296.58
3299,260.83,296.76
3300,261.06,296.53
3301,260.74,296.67
3302,260.93,296.89
3303,260.97,296.8
3304,260.43,296.3
3305,261.11,296.35
3306,261.11,296.8
3307,261.01,296.57
3308,260.79,296.26
3309,260.7,296.8
3310,260.88,296.35
3311,261.24,296.39
3312,260.92,296.57
3313,261.24,297.11
3314,261.24,296.35
3315,261.11,296.67
3316,261.02,296.44
3317,260.75,296.39
3318,261.2,296.44
3319,260.88,296.71
3320,260.97,296.58
3321,260.84,296.31
3322,261.07,296.4
3323,261.11,296.35
3324,260.88,296.44
3325,260.88,296.3
3326,260.97,296.25
3327,261.02,296.57
3328,260.88,296.62
3329,261.06,296.66
3330,260.97,296.39
3331,261.15,296.44
3332,261.24,296.85
3333,261.1,296.71
3334,261.65,296.8
3335,260.97,296.17
3336,261.02,296.53
3337,261.38,296.53
3338,261.47,296.71
3339,261.06,297.16
3340,261.07,296.67
3341,261.2,296.44
3342,261.07,296.3
3343,261.16,296.62
3344,261.29,296.8
3345,261.06,296.44
3346,261.38,296.71
3347,261.42,297.07
3348,261.83,296.53
3349,261.43,296.71
3350,261.06,296.53
3351,261.2,296.66
3352,261.38,296.71
3353,260.88,296.3
3354,261.02,296.62
3355,261.47,296.17
3356,261.02,297.03
3357,260.97,296.71
3358,261.24,296.58
3359,261.24,296.21
3360,261.16,296.75
3361,261.47,296.8
3362,261.47,296.58
3363,261.2,296.84
3364,261.29,296.93
3365,261.56,296.53
3366,261.15,296.8
3367,261.29,296.39
3368,261.24,296.3
3369,261.38,296.3
3370,261.2,296.57
3371,261.43,296.44
3372,261.47,296.75
3373,261.74,296.75
3374,261.24,296.35
3375,261.06,296.53
3376,261.2,296.3
3377,261.38,296.75
3378,261.56,296.53
3379,261.47,296.53
3380,261.47,296.08
3381,261.42,296.53
3382,261.6,296.62
3383,261.69,296.89
3384,261.74,296.35
3385,261.29,296.21
3386,261.2,296.16
3387,261.29,296.93
3388,261.47,296.79
3389,261.25,296.39
3390,261.47,296.25
3391,261.42,296.12
3392,261.28,296.8
3393,261.11,296.53
3394,261.24,296.84
3395,261.51,296.35
3396,261.74,296.21
3397,261.61,296.66
3398,261.7,296.98
3399,261.24,296.53
3400,261.64,296.66
3401,261.56,296.39
3402,261.69,296.84
3403,261.88,296.75
3404,261.47,296.52
3405,261.79,296.34
3406,261.56,296.53
3407,261.52,296.8
3408,261.78,296.52
3409,261.38,296.07
3410,261.42,296.25
3411,261.61,296.44
3412,261.38,296.03
3413,261.47,296.53
3414,261.51,296.3
3415,261.92,296.17
3416,261.65,296.35
3417,261.56,296.3
3418,261.42,296.53
3419,261.42,296.39
3420,261.2,296.12
3421,261.69,296.21
3422,261.6,296.71
3423,261.65,296.75
3424,261.79,296.43
3425,261.7,296.34
3426,261.74,296.61
3427,261.65,296.34
3428,261.42,296.89
3429,261.42,296.75
3430,261.65,296.3
3431,261.74,296.43
3432,261.47,296.12
3433,261.2,296.39
3434,261.61,296.44
3435,261.69,296.44
3436,261.42,296.71
3437,261.24,296.52
3438,261.69,296.71
3439,261.51,296.66
3440,261.65,296.93
3441,261.51,296.39
3442,261.47,296.62
3443,261.92,296.52
3444,261.74,296.03
3445,261.51,296.21
3446,261.42,296.52
3447,261.43,296.39
3448,261.83,296.7
3449,261.65,296.66
3450,261.43,296.21
3451,261.56,296.07
3452,261.38,296.44
3453,261.2,296.44
3454,261.51,296.71
3455,261.78,296.17
3456,261.42,296.21
3457,261.78,296.61
3458,262.01,296.62
3459,262.01,296.62
3460,261.7,296.12
3461,260.97,296.39
3462,261.47,296.71
3463,261.56,296.8
3464,261.65,296.84
3465,261.96,296.84
3466,261.74,296.57
3467,261.83,296.7
3468,261.92,296.89
3469,261.61,296.52
3470,261.97,296.43
3471,261.69,296.61
3472,261.69,296.7
3473,261.74,296.8
3474,261.74,296.8
3475,261.92,296.39
3476,261.97,296.25
3477,261.7,296.8
3478,262.15,296.66
3479,262.05,296.12
3480,261.7,296.3
3481,261.74,296.84
3482,262.32,296.62
3483,261.83,296.66
3484,261.92,296.88
3485,262.19,296.66
3486,261.83,296.52
3487,261.79,296.61
3488,261.79,296.75
3489,261.79,296.75
3490,261.51,296.43
3491,261.88,296.66
3492,262.19,296.66
3493,261.96,296.93
3494,261.88,296.66
3495,261.97,296.62
3496,262.02,296.57
3497,262.42,296.61
3498,262.15,297.02
3499,262.24,296.53
3500,261.97,296.44
3501,261.83,296.8
3502,262.05,296.89
3503,261.88,296.43
3504,261.88,296.39
3505,261.92,296.16
3506,261.84,296.66
3507,261.93,296.88
3508,262.2,296.52
3509,261.92,296.3
3510,261.69,296.43
3511,261.92,296.61
3512,262.42,296.39
3513,261.84,296.21
3514,261.61,296.07
3515,261.88,296.75
3516,261.79,296.61
3517,262.01,296.3
3518,261.83,296.57
3519,262.06,296.07
3520,261.92,296.62
3521,261.47,296.57
3522,261.84,296.39
3523,262.15,296.3
3524,261.88,296.16
3525,261.93,295.84
3526,262.2,296.16
3527,262.06,296.34
3528,261.92,296.21
3529,261.47,296.2
3530,261.79,296.2
3531,261.97,296.34
3532,261.88,296.52
3533,262.15,296.38
3534,261.65,296.21
3535,261.88,296.12
3536,261.88,295.89
3537,261.83,295.84
3538,262.37,296.61
3539,261.57,296.34
3540,261.61,296.12
3541,261.88,296.3
3542,261.61,296.7
3543,261.43,296.43
3544,261.61,296.29
3545,261.83,296.39
3546,262.01,296.11
3547,261.92,296.79
3548,262.02,296.29
3549,262.2,296.2
3550,262.15,296.29
3551,261.79,296.43
3552,262.06,296.07
3553,261.84,295.84
3554,261.79,295.93
3555,261.61,296.16
3556,261.79,296.2
3557,261.61,296.07
3558,261.61,296.39
3559,262.06,296.11
3560,261.97,296.21
3561,261.97,296.03
3562,262.01,296.07
3563,261.97,296.29
3564,261.61,296.34
3565,261.97,296.74
3566,262.06,296.11
3567,261.84,295.88
3568,261.7,295.98
3569,261.52,296.07
3570,261.66,295.8
3571,262.15,296.43
3572,262.06,296.02
3573,261.88,296.02
3574,261.61,295.75
3575,261.74,295.66
3576,261.61,295.16
3577,261.61,295.3
3578,261.25,295.93
3579,262.07,296.38
3580,261.97,295.89
3581,261.74,295.75
3582,261.92,296.07
3583,261.74,296.29
3584,261.97,295.98
3585,261.79,295.3
3586,261.84,295.61
3587,261.66,295.97
3588,261.39,295.48
3589,261.47,295.93
3590,261.92,295.61
3591,261.83,295.84
3592,261.7,295.79
3593,261.47,295.84
3594,261.56,295.57
3595,261.38,295.93
3596,261.7,295.88
3597,261.97,295.79
3598,261.97,295.8
3599,261.92,296.11
3600,261.83,295.79
3601,261.52,295.53
3602,261.57,296.16
3603,262.06,295.93
3604,261.79,295.84
3605,261.47,295.56
3606,261.52,295.84
3607,261.2,295.52
3608,261.52,295.79
3609,262.19,295.88
3610,261.88,295.65
3611,261.88,295.93
3612,261.61,295.84
3613,261.83,296.06
3614,261.52,296.02
3615,262.06,295.52
3616,261.97,295.57
3617,261.7,295.88
3618,261.52,295.52
3619,261.52,295.88
3620,262.29,295.62
3621,261.66,295.57
3622,261.16,295.79
3623,261.25,295.52
3624,261.52,295.97
3625,261.61,295.83
3626,261.47,295.61
3627,261.65,295.75
3628,261.79,296.11
3629,261.43,295.93
3630,261.74,295.47
3631,261.75,295.43
3632,261.75,295.48
3633,261.48,295.39
3634,260.93,295.75
3635,261.43,295.93
3636,261.43,295.52
3637,261.79,295.39
3638,261.97,295.61
3639,261.52,296.2
3640,261.43,295.88
3641,261.25,295.98
3642,261.39,295.75
3643,261.43,295.97
3644,261.65,295.79
3645,261.52,295.83
3646,261.2,295.47
3647,261.7,295.52
3648,261.52,295.38
3649,261.7,295.43
3650,261.7,295.2
3651,261.61,295.25
3652,261.43,295.88
3653,261.47,295.38
3654,261.7,295.47
3655,261.65,295.56
3656,261.24,295.38
3657,261.38,295.97
3658,261.93,295.61
3659,261.84,295.25
3660,261.7,295.48
3661,261.75,295.47
3662,261.56,295.47
3663,261.7,295.74
3664,261.74,295.56
3665,261.79,295.79
3666,261.74,295.29
3667,261.66,295.33
3668,261.61,295.56
3669,261.98,295.34
3670,261.89,295.61
3671,261.79,295.29
3672,261.7,295.25
3673,261.43,295.34
3674,261.07,295.43
3675,261.29,295.65
3676,261.66,295.56
3677,262.02,295.16
3678,261.3,295.75
3679,261.88,295.61
3680,261.43,295.61
3681,261.7,294.98
3682,261.97,295.38
3683,261.79,295.25
3684,262.15,295.56
3685,261.38,295.33
3686,261.61,294.98
3687,261.52,295.15
3688,261.48,295.24
3689,261.29,295.2
3690,261.7,295.47
3691,261.57,295.06
3692,261.83,295.43
3693,261.93,295.97
3694,261.61,295.34
3695,261.84,295.07
3696,261.97,295.29
3697,261.48,295.06
3698,261.43,295.25
3699,261.25,295.56
3700,261.43,295.66
3701,261.79,295.65
3702,261.29,295.57
3703,261.66,295.61
3704,261.43,295.52
3705,261.47,295.83
3706,261.79,295.51
3707,261.79,295.42
3708,261.93,295.56
3709,261.7,295.47
3710,261.83,295.38
3711,261.7,295.56
3712,261.79,295.79
3713,261.79,295.43
3714,261.57,295.88
3715,261.57,295.65
3716,261.61,295.52
3717,261.97,295.29
3718,261.88,295.66
3719,261.83,295.66
3720,261.43,295.39
3721,261.52,295.39
3722,261.7,295.43
3723,262.24,295.61
3724,261.88,295.47
3725,261.61,295.83
3726,261.79,295.88
3727,261.83,295.61
3728,261.83,295.38
3729,261.38,295.79
3730,261.52,295.61
3731,261.66,295.52
3732,261.62,295.97
3733,262.15,295.61
3734,261.7,295.88
3735,261.29,295.43
3736,261.38,295.56
3737,261.75,296.02
3738,261.7,295.97
3739,261.48,296.29
3740,261.43,295.65
3741,261.3,295.52
3742,261.43,295.66
3743,261.88,295.92
3744,261.43,295.97
3745,261.74,295.79
3746,261.79,295.65
3747,262.15,295.97
3748,261.75,295.97
3749,261.89,295.97
3750,262.02,295.65
3751,261.66,295.65
3752,261.52,295.38
3753,261.43,296.15
3754,261.7,296.11
3755,261.7,296.06
3756,261.84,295.52
3757,261.88,295.93
3758,261.93,295.61
3759,261.83,296.02
3760,261.25,295.97
3761,261.07,295.88
3762,261.88,295.66
3763,261.75,295.83
3764,261.61,296.01
3765,261.79,296.01
3766,261.75,295.83
3767,261.52,296.06
3768,261.56,295.83
3769,261.61,295.79
3770,261.66,295.92
3771,261.39,295.79
3772,261.79,295.97
3773,261.83,296.24
3774,261.56,296.02
3775,261.47,295.88
3776,261.79,295.61
3777,262.15,295.97
3778,261.84,296.24
3779,261.66,296.2
3780,261.39,296.2
3781,261.02,295.93
3782,261.83,296.2
3783,261.65,296.33
3784,261.65,296.02
3785,261.6,295.92
3786,261.56,296.02
3787,261.66,296.19
3788,261.75,296.2
3789,261.47,296.06
3790,261.74,296.01
3791,261.43,295.97
3792,261.56,296.24
3793,261.29,296.24
3794,261.06,296.56
3795,261.61,295.92
3796,261.84,296.02
3797,261.43,296.01
3798,261.47,296.51
3799,261.29,295.97
3800,261.61,296.38
3801,261.93,296.52
3802,261.52,296.2
3803,261.29,296.33
3804,261.74,296.19
3805,261.43,295.97
3806,260.89,296.06
3807,261.29,296.1
3808,261.79,296.28
3809,261.25,296.33
3810,261.02,296.19
3811,261.29,296.02
3812,261.61,296.38
3813,261.29,295.83
3814,261.11,295.97
3815,261.2,296.11
3816,261.38,296.06
3817,261.56,295.97
3818,261.88,296.33
3819,260.89,295.97
3820,261.43,295.75
3821,261.06,296.24
3822,261.15,296.52
3823,261.29,296.56
3824,261.61,296.29
3825,261.11,296.01
3826,261.29,296.37
3827,261.43,296.42
3828,261.25,296.15
3829,261.52,295.97
3830,261.61,296.38
3831,260.93,296.64
3832,261.43,296.06
3833,261.11,296.06
3834,261.38,296.19
3835,261.2,296.2
3836,261.43,296.51
3837,260.97,296.42
3838,261.29,296.51
3839,260.84,295.93
3840,261.24,296.24
3841,260.98,296.15
3842,261.11,295.97
3843,260.88,296.42
3844,261.11,296.28
3845,261.2,296.01
3846,261.25,296.15
3847,261.11,296.01
3848,261.24,296.24
3849,261.06,296.15
3850,260.62,296.24
3851,261.2,295.79
3852,261.15,296.24
3853,260.97,296.19
3854,260.66,296.19
3855,260.48,296.1
3856,260.75,296.15
3857,260.93,295.83
3858,261.25,296.1
3859,260.75,296.11
3860,260.62,295.88
3861,260.7,295.97
3862,260.66,296.1
3863,260.61,296.28
3864,261.2,296.24
3865,260.97,295.87
3866,261.15,296.01
3867,261.06,296.42
3868,260.88,296.15
3869,260.84,296.19
3870,260.89,295.96
3871,261.2,296.1
3872,260.88,296.69
3873,260.43,296.42
3874,261.06,296.19
3875,260.66,296.19
3876,260.7,296.15
3877,261.02,296.42
3878,260.97,296.37
3879,261.02,296.42
3880,261.11,296.42
3881,260.93,296.55
3882,261.2,296.37
3883,260.43,296.23
3884,260.97,296.01
3885,261.15,296.6
3886,260.89,296.15
3887,261.11,296.51
3888,260.98,296.28
3889,261.07,296.37
3890,260.98,296.6
3891,260.7,296.42
3892,261.38,296.6
3893,260.92,296.55
3894,260.66,296.55
3895,260.89,296.15
3896,260.89,296.1
3897,261.16,296.42
3898,260.98,296.6
3899,261.11,296.33
3900,260.97,296.37
3901,261.02,296.82
3902,261.06,296.42
3903,261.02,296.64
3904,260.66,296.69
3905,261.15,296.32
3906,261.02,296.5
3907,260.93,296.32
3908,261.02,296.82
3909,261.11,296.32
3910,261.06,296.55
3911,261.06,296.37
3912,260.89,296.69
3913,260.93,296.78
3914,261.38,296.51
3915,261.16,296.33
3916,260.93,296.6
3917,261.2,296.82
3918,261.2,296.33
3919,260.97,296.69
3920,260.79,295.92
3921,260.66,296.42
3922,261.11,296.51
3923,260.97,296.68
3924,260.75,296.82
3925,261.15,296.82
3926,260.84,296.6
3927,261.06,296.59
3928,260.7,296.68
3929,260.52,296.37
3930,260.75,296.87
3931,260.93,296.69
3932,261.06,296.6
3933,261.07,296.01
3934,260.88,296.33
3935,260.93,296.69
3936,260.43,296.14
3937,261.15,296.6
3938,261.11,296.19
3939,260.62,296.55
3940,260.52,296.33
3941,260.75,296.69
3942,260.89,296.6
3943,260.66,296.73
3944,261.02,296.64
3945,260.97,296.32
3946,260.74,296.91
3947,261.06,296.64
3948,260.79,296.55
3949,261.11,296.6
3950,261.02,296.68
3951,261.02,296.68
3952,260.8,296.64
3953,260.7,296.82
3954,260.93,296.82
3955,260.66,296.68
3956,260.75,296.32
3957,261.11,296.73
3958,261.11,296.96
3959,260.93,296.78
3960,260.8,296.73
3961,260.93,296.37
3962,260.84,296.87
3963,260.84,297.0
3964,261.02,296.82
3965,260.7,297.0
3966,260.98,296.78
3967,261.07,296.59
3968,260.84,296.82
3969,260.53,296.5
3970,260.71,296.59
3971,260.62,296.96
3972,260.88,297.04
3973,260.66,297.0
3974,260.3,296.73
3975,260.12,296.82
3976,261.02,296.96
3977,261.02,296.91
3978,260.71,296.87
3979,260.62,296.69
3980,260.89,296.55
3981,260.98,297.0
3982,261.11,297.46
3983,261.16,296.86
3984,260.66,296.69
3985,260.61,297.05
3986,260.88,296.73
3987,260.62,297.5
3988,260.66,297.0
3989,261.02,296.86
3990,260.75,296.95
3991,260.7,297.18
3992,260.84,296.87
3993,260.93,296.6
3994,260.71,297.36
3995,260.89,297.09
3996,260.89,297.18
3997,260.44,297.05
3998,260.25,297.0
3999,260.61,296.64
4000,260.44,297.05
4001,261.11,296.91
4002,260.75,297.05
4003,261.16,297.45
4004,260.7,296.82
4005,260.71,297.14
4006,260.61,297.41
4007,260.66,297.0
4008,260.79,297.45
4009,260.44,297.32
4010,260.53,297.14
4011,260.8,297.09
4012,260.66,297.5
4013,260.62,297.45
4014,260.34,296.78
4015,260.75,297.0
4016,260.79,297.18
4017,260.48,297.5
4018,260.84,297.46
4019,260.44,297.5
4020,260.12,297.28
4021,260.39,297.59
4022,260.66,297.59
4023,260.48,297.77
4024,260.3,297.32
4025,260.8,297.32
4026,260.84,297.36
4027,260.71,297.41
4028,260.3,297.14
4029,260.84,297.18
4030,260.89,297.54
4031,260.39,297.0
4032,260.48,297.5
4033,260.34,297.41
4034,260.61,297.46
4035,260.52,297.41
4036,260.61,297.09
4037,260.93,297.46
4038,260.8,297.55
4039,260.93,297.5
4040,260.34,297.55
4041,260.39,297.41
4042,260.66,297.5
4043,260.98,297.64
4044,261.11,297.68
4045,260.62,297.59
4046,260.79,297.37
4047,260.44,297.46
4048,260.52,297.73
4049,260.89,297.32
4050,260.35,297.37
4051,260.71,297.86
4052,260.93,297.73
4053,260.34,297.59
4054,260.48,297.68
4055,260.53,297.87
4056,260.84,297.77
4057,260.84,297.55
4058,260.71,298.05
4059,261.07,297.73
4060,260.34,297.73
4061,260.62,297.86
4062,260.62,297.46
4063,260.52,297.95
4064,260.93,297.41
4065,261.02,297.63
4066,260.98,297.72
4067,260.43,297.46
4068,260.66,297.5
4069,260.84,297.5
4070,260.75,297.64
4071,259.98,297.73
4072,260.34,297.41
4073,260.93,297.64
4074,260.93,297.09
4075,260.66,297.5
4076,260.61,297.59
4077,260.25,297.41
4078,260.66,297.91
4079,260.26,297.55
4080,260.89,297.42
4081,260.89,297.78
4082,260.7,297.32
4083,260.48,297.55
4084,260.88,297.55
4085,260.7,297.55
4086,260.52,297.73
4087,260.43,297.68
4088,260.48,297.95
4089,260.21,297.68
4090,260.53,297.55
4091,260.44,297.73
4092,260.61,297.95
4093,260.52,297.86
4094,260.3,297.37
4095,260.43,297.05
4096,260.7,297.59
4097,260.98,298.14
4098,260.25,297.73
4099,260.61,297.6
4100,259.85,297.37
4101,260.61,297.68
4102,260.34,298.14
4103,260.61,297.91
4104,260.48,297.5
4105,260.25,297.77
4106,260.39,298.13
4107,260.3,298.18
4108,260.35,297.86
4109,260.39,297.05
4110,260.12,297.73
4111,260.21,298.27
4112,259.66,297.59
4113,260.07,297.64
4114,260.47,298.27
4115,260.43,297.73
4116,260.12,297.41
4117,260.25,297.5
4118,260.7,297.73
4119,260.3,297.5
4120,260.7,297.64
4121,260.39,297.82
4122,259.98,297.86
4123,259.98,298.18
4124,260.47,297.59
4125,260.29,297.77
4126,260.25,297.59
4127,260.21,297.86
4128,260.3,298.08
4129,260.21,297.54
4130,260.25,297.95
4131,260.52,297.86
4132,260.07,297.91
4133,260.52,297.77
4134,259.94,298.18
4135,260.03,297.5
4136,260.52,297.91
4137,260.7,297.82
4138,260.29,298.04
4139,260.16,298.18
4140,260.11,298.05
4141,260.06,298.4
4142,260.25,297.91
4143,260.07,297.86
4144,260.07,297.59
4145,260.29,297.81
4146,260.2,298.17
4147,259.85,298.26
4148,259.93,298.27
4149,260.06,298.08
4150,260.43,298.04
4151,260.38,298.31
4152,259.84,298.13
4153,259.84,298.04
4154,259.84,298.13
4155,259.84,298.27
4156,259.62,298.49
4157,259.61,297.86
4158,259.71,298.22
4159,259.84,298.18
4160,259.89,297.95
4161,259.84,298.04
4162,259.75,298.13
4163,259.93,297.9
4164,259.93,298.26
4165,259.98,298.22
4166,259.66,297.95
4167,259.84,298.13
4168,259.57,298.26
4169,259.71,298.13
4170,259.62,298.17
4171,260.07,298.26
4172,259.57,298.4
4173,259.57,298.17
4174,259.75,298.04
4175,260.02,298.04
4176,259.16,298.31
4177,259.25,298.49
4178,259.89,298.04
4179,259.75,298.36
4180,259.44,298.4
4181,259.43,298.63
4182,259.44,298.17
4183,259.34,298.8
4184,259.62,298.44
4185,259.7,298.31
4186,259.89,298.44
4187,259.62,298.49
4188,259.93,298.22
4189,259.89,298.26
4190,260.07,298.39
4191,259.57,298.49
4192,259.57,298.85
4193,260.03,298.49
4194,260.02,298.58
4195,259.66,298.22
4196,259.57,298.62
4197,259.89,298.53
4198,259.84,298.4
4199,259.71,298.49
4200,259.62,298.49
4201,259.66,298.53
4202,259.84,298.22
4203,259.84,297.9
4204,259.89,298.39
4205,259.62,298.58
4206,260.11,298.12
4207,259.66,298.26
4208,259.44,298.17
4209,259.21,298.17
4210,259.75,298.35
4211,259.71,298.3
4212,259.71,298.48
4213,259.25,298.44
4214,259.57,298.53
4215,259.52,298.67
4216,259.44,298.44
4217,259.57,298.35
4218,259.94,298.26
4219,260.07,298.12
4220,259.62,297.81
4221,259.34,298.39
4222,259.08,298.44
4223,259.3,298.12
4224,259.93,298.17
4225,259.89,298.25
4226,259.62,298.03
4227,259.57,298.3
4228,259.39,298.16
4229,259.53,297.94
4230,259.66,298.12
4231,259.84,298.08
4232,259.48,298.26
4233,259.3,297.9
4234,259.21,298.03
4235,259.4,298.16
4236,259.39,298.21
4237,259.53,298.3
