sample,left_foot,right_foot
581,422.2,352.54
582,419.18,366.14
583,420.05,377.01
584,417.23,388.35
585,409.67,394.73
586,403.73,399.68
587,394.51,406.63
588,381.67,411.75
589,369.73,411.45
590,354.57,408.34
591,335.74,405.42
592,313.49,398.6
593,287.37,392.38
594,260.88,387.26
595,232.36,380.07
596,203.61,375.0
597,182.27,370.15
598,154.3,363.08
599,130.66,361.1
600,112.78,358.67
601,93.09,358.24
602,78.17,360.82
603,66.75,364.33
604,55.26,364.19
605,42.98,363.44
606,34.07,362.71
607,28.17,362.86
608,21.32,364.12
609,13.08,367.02
610,9.97,369.41
611,8.91,377.73
612,9.97,382.87
613,8.34,390.67
614,7.75,395.75
615,6.44,400.52
616,3.94,406.71
617,3.75,410.52
618,3.56,411.96
619,3.36,413.68
620,3.17,413.55
621,2.98,411.44
622,2.59,409.2
623,1.59,410.49
624,1.39,411.95
625,1.39,409.46
626,1.19,410.17
627,0.98,414.38
628,0.98,414.45
629,0.0,416.23
630,0.0,417.78
631,0.0,418.45
632,0.0,416.81
633,0.0,417.59
634,0.0,412.24
635,0.0,405.24
636,0.0,398.52
637,0.0,391.57
638,0.0,391.3
639,0.0,385.44
640,0.0,380.39
641,0.0,375.1
642,0.0,369.94
643,0.0,360.87
644,0.0,356.03
645,0.0,347.43
646,0.0,341.8
647,0.0,333.67
648,0.0,327.54
649,0.0,322.72
650,0.0,316.45
651,0.0,311.02
652,1.19,307.03
653,1.59,306.48
654,1.59,303.4
655,1.59,307.61
656,1.79,308.33
657,1.79,308.66
658,3.05,307.07
659,3.45,306.63
660,5.5,303.9
661,8.53,307.6
662,13.62,311.59
663,18.75,313.7
664,27.19,315.37
665,34.79,318.05
666,43.9,317.47
667,49.87,318.49
668,61.95,316.01
669,71.54,316.52
670,80.65,321.01
671,99.17,326.09
672,117.08,331.13
673,133.92,339.36
674,147.72,349.85
675,154.44,357.14
676,160.02,361.45
677,161.38,367.48
678,160.36,373.01
679,158.71,374.78
680,155.16,378.58
681,149.37,382.75
682,146.04,387.17
683,142.47,392.5
684,140.13,396.6
685,137.49,401.95
686,134.52,403.0
687,130.62,405.98
688,127.65,411.01
689,122.74,418.18
690,120.52,420.61
691,114.65,424.9
692,109.74,427.99
693,105.4,429.95
694,99.44,432.52
695,94.96,437.15
696,89.67,440.76
697,80.93,442.68
698,74.53,444.32
699,67.45,451.93
700,60.04,456.16
701,53.92,460.02
702,48.6,462.37
703,41.67,468.66
704,35.03,468.39
705,29.15,474.44
706,22.99,476.0
707,17.55,478.59
708,13.79,482.12
709,8.83,481.93
710,7.24,483.91
711,5.92,483.42
712,5.14,483.88
713,4.2,481.53
714,3.05,479.37
715,3.05,474.45
716,3.05,472.55
717,1.99,471.31
718,1.79,468.92
719,1.59,465.21
720,1.79,462.71
721,1.59,462.26
722,1.59,461.03
723,1.59,458.06
724,1.39,454.58
725,1.39,453.98
726,1.39,454.06
727,1.19,453.75
728,1.19,454.56
729,1.19,453.57
730,0.98,453.26
731,0.0,454.22
732,0.0,453.69
733,0.0,452.94
734,0.0,450.1
735,0.0,449.21
736,0.0,446.6
737,0.0,444.88
738,0.0,442.36
739,0.0,439.75
740,0.0,440.8
741,0.0,438.98
742,0.0,436.99
743,0.0,438.73
744,0.0,437.49
745,0.0,435.58
746,0.0,433.48
747,0.0,434.79
748,0.0,435.44
749,0.0,436.77
750,0.0,435.95
751,0.0,435.39
752,0.0,436.97
753,0.0,432.53
754,0.0,436.15
755,0.0,433.36
756,0.0,436.29
757,0.0,438.47
758,0.0,441.15
759,0.0,445.88
760,0.0,445.6
761,0.0,448.93
762,0.0,451.63
763,0.0,456.71
764,0.0,460.88
765,0.0,463.11
766,0.0,466.99
767,0.0,464.92
768,0.0,466.68
769,0.0,462.23
770,0.0,461.53
771,0.0,458.58
772,0.0,454.93
773,0.0,453.0
774,0.0,449.82
775,0.0,441.65
776,0.0,434.81
777,0.0,422.77
778,0.0,407.43
779,0.0,390.11
780,0.0,369.22
781,0.0,349.32
782,0.0,326.07
783,0.0,298.97
784,0.0,273.14
785,0.0,252.1
786,0.0,230.96
787,0.0,211.6
788,0.0,190.51
789,0.0,167.18
790,0.95,146.25
791,1.15,129.43
792,5.27,108.57
793,8.99,86.39
794,14.15,69.89
795,19.92,54.18
796,25.56,37.73
797,31.73,23.49
798,35.76,11.72
799,40.55,4.57
800,49.48,1.53
801,58.54,1.53
802,70.18,1.33
803,88.04,1.33
804,123.44,1.33
805,163.62,1.33
806,206.69,1.33
807,248.24,1.13
808,283.44,1.13
809,304.84,1.13
810,318.28,1.13
811,330.19,0.93
812,344.36,0.0
813,354.8,0.93
814,365.69,0.93
815,378.5,0.0
816,393.42,0.0
817,403.42,0.0
818,411.21,0.93
819,413.37,0.93
820,419.69,0.93
821,423.14,0.0
822,423.64,0.93
823,422.3,0.93
824,421.62,0.0
825,418.05,0.93
826,413.03,0.0
827,407.34,0.0
828,399.93,0.0
829,395.48,0.0
830,388.17,0.0
831,382.25,0.0
832,377.71,0.0
833,371.9,0.0
834,370.96,0.0
835,365.8,0.0
836,361.28,0.0
837,358.51,0.0
838,358.28,0.0
839,354.41,0.0
840,356.59,0.0
841,358.61,0.0
842,360.23,0.0
843,360.14,0.0
844,363.86,0.0
845,364.01,0.0
846,366.11,0.0
847,369.55,0.0
848,373.2,0.0
849,376.25,0.0
850,379.99,0.0
851,384.85,0.0
852,388.13,0.0
853,389.85,0.0
854,392.73,0.0
855,393.29,0.0
856,398.28,0.0
857,397.98,0.0
858,399.23,0.0
859,395.9,0.0
860,395.67,0.0
861,394.92,0.0
862,390.86,0.0
863,390.07,0.0
864,389.66,0.0
865,387.32,0.0
866,385.79,0.0
867,384.41,0.0
868,383.81,0.0
869,383.64,0.0
870,385.37,0.0
871,389.57,0.0
872,391.18,0.0
873,394.24,0.0
874,398.86,2.68
875,399.91,22.14
876,403.42,44.41
877,407.65,55.69
878,407.6,60.3
879,406.89,67.07
880,410.58,76.28
881,412.47,88.27
882,415.78,97.68
883,418.87,105.44
884,421.71,113.32
885,428.8,122.0
886,431.34,134.6
887,435.85,152.81
888,443.57,181.2
889,445.64,229.28
890,447.93,266.21
891,452.59,290.7
892,456.42,308.13
893,454.36,317.44
894,455.65,329.45
895,454.87,350.73
896,456.12,365.82
897,457.89,379.57
898,455.0,389.86
899,449.76,401.94
900,441.08,411.85
901,431.15,421.7
902,418.84,432.57
903,409.53,436.46
904,396.15,440.17
905,378.8,444.82
906,360.72,444.69
907,338.63,444.45
908,317.81,442.14
909,295.64,440.19
910,275.07,436.22
911,249.81,431.49
912,222.64,424.83
913,195.6,421.42
914,166.93,415.09
915,139.1,411.25
916,117.23,404.02
917,95.71,398.46
918,81.77,389.94
919,72.73,383.06
920,61.16,380.41
921,46.02,377.1
922,27.02,371.58
923,8.07,368.32
924,2.84,363.51
925,1.39,364.24
926,1.59,360.9
927,1.59,357.74
928,1.79,358.38
929,1.99,353.54
930,3.05,356.29
931,3.05,360.99
932,3.05,361.9
933,3.05,366.15
934,3.05,365.48
935,2.85,370.47
936,2.85,373.8
937,2.65,375.2
938,1.59,380.33
939,1.39,384.66
940,1.39,389.53
941,1.19,395.27
942,1.19,397.74
943,0.98,404.98
944,0.98,409.19
945,0.0,413.41
946,0.0,416.06
947,0.0,417.4
948,0.0,419.23
949,0.0,422.66
950,0.0,425.59
951,0.0,429.5
952,0.0,434.19
953,0.0,440.28
954,0.0,449.79
955,0.0,457.26
956,0.0,459.09
957,0.0,463.73
958,0.0,463.88
959,0.0,466.61
960,0.0,466.85
961,0.0,468.02
962,0.0,467.1
963,0.0,466.61
964,0.0,462.44
965,0.0,458.02
966,0.0,455.81
967,0.0,445.59
968,0.0,437.53
969,0.0,431.56
970,0.0,425.9
971,0.0,420.71
